"Solution Lengow","Solution Lengow"
"Export your product catalog","Exportez votre Catalogue"
"URL of your Product Catalog","URL de votre catalogue produit"
"Export your product catalog to Lengow.","Exportez votre catalogue produits vers la solution Lengow."
